Second,Volt
0.0023184,0.16
0.0023192,0.2
0.00232,0.12
0.0023208,0.16
0.0023216,0.16
0.0023224,0.16
0.0023232,0.2
0.002324,0.16
0.0023248,0.16
0.0023256,0.16
0.0023264,0.16
0.0023272,0.16
0.002328,0.2
0.0023288,0.16
0.0023296,0.2
0.0023304,0.2
0.0023312,0.2
0.002332,0.28
0.0023328,0.56
0.0023336,0.92
0.0023344,1.24
0.0023352,1.64
0.002336,2.08
0.0023368,2.2
0.0023376,2.52
0.0023384,2.8
0.0023392,3.04
0.00234,3.24
0.0023408,3.44
0.0023416,3.6
0.0023424,3.68
0.0023432,3.84
0.002344,3.96
0.0023448,4.08
0.0023456,4.2
0.0023464,4.48
0.0023472,4.32
0.002348,4.4
0.0023488,4.44
0.0023496,4.52
0.0023504,4.6
0.0023512,4.6
0.002352,4.68
0.0023528,4.72
0.0023536,4.76
0.0023544,4.76
0.0023552,4.8
0.002356,4.84
0.0023568,4.8
0.0023576,4.84
0.0023584,4.84
0.0023592,4.88
0.00236,4.88
0.0023608,4.88
0.0023616,4.92
0.0023624,4.92
0.0023632,4.92
0.002364,4.96
0.0023648,4.96
0.0023656,5
0.0023664,5
0.0023672,5.04
0.002368,5
0.0023688,5.04
0.0023696,5
0.0023704,5.04
0.0023712,5.04
0.002372,5.04
0.0023728,5.08
0.0023736,5.04
0.0023744,5.04
0.0023752,5.12
0.002376,5.04
0.0023768,5.04
0.0023776,5.12
0.0023784,5.04
0.0023792,5.04
0.00238,5.12
0.0023808,5.12
0.0023816,5.08
0.0023824,5.04
0.0023832,5.12
0.002384,5.12
0.0023848,5.12
0.0023856,5.08
0.0023864,5.12
0.0023872,5.16
0.002388,5.12
0.0023888,5.08
0.0023896,5.12
0.0023904,5.12
0.0023912,5.12
0.002392,5.12
0.0023928,5.08
0.0023936,5.12
0.0023944,5.12
0.0023952,5.12
0.002396,5.12
0.0023968,5.12
0.0023976,5.12
0.0023984,5.12
0.0023992,5.12
0.0024,5.08
0.0024008,5.16
0.0024016,5.12
0.0024024,5.12
0.0024032,5.12
0.002404,5.12
0.0024048,5.12
0.0024056,5.12
0.0024064,5.16
0.0024072,5.12
0.002408,5.12
0.0024088,5.08
0.0024096,5.12
0.0024104,5.12
0.0024112,5.12
0.002412,5.16
0.0024128,5.12
0.0024136,5.16
0.0024144,5.16
0.0024152,5.12
0.002416,5.12
0.0024168,5.16
0.0024176,5.12
0.0024184,5.12
0.0024192,5.12
0.00242,5.08
0.0024208,5.16
0.0024216,5.16
0.0024224,5.12
0.0024232,5.12
0.002424,5.12
0.0024248,5.16
0.0024256,5.16
0.0024264,5.12
0.0024272,5.12
0.002428,5.16
0.0024288,5.16
0.0024296,5.12
0.0024304,5.12
0.0024312,5.12
0.002432,5.12
0.0024328,5.16
0.0024336,5.12
0.0024344,5.16
0.0024352,5.16
0.002436,5.12
0.0024368,5.12
0.0024376,5.24
0.0024384,5.12
0.0024392,5.16
0.00244,5.12
0.0024408,5.16
0.0024416,5.16
0.0024424,5.12
0.0024432,5.16
0.002444,5.16
0.0024448,5.12
0.0024456,5.12
0.0024464,5.12
0.0024472,5.12
0.002448,5.2
0.0024488,5.16
0.0024496,5.12
0.0024504,5.16
0.0024512,5.12
0.002452,5.12
0.0024528,5.16
0.0024536,5.12
0.0024544,5.16
0.0024552,5.12
0.002456,5.12
0.0024568,5.16
0.0024576,5.12
0.0024584,5.16
0.0024592,5.16
0.00246,5.12
0.0024608,5.12
0.0024616,5.12
0.0024624,5.12
0.0024632,5.12
0.002464,5.16
0.0024648,5.16
0.0024656,5.16
0.0024664,5.12
0.0024672,5.12
0.002468,5.2
0.0024688,5.12
0.0024696,5.12
0.0024704,5.16
0.0024712,5.12
0.002472,5.12
0.0024728,5.12
0.0024736,5.08
0.0024744,5.16
0.0024752,5.08
0.002476,5.16
0.0024768,5.12
0.0024776,5.12
0.0024784,5.16
0.0024792,5.12
0.00248,5.16
0.0024808,5.12
0.0024816,5.16
0.0024824,5.12
0.0024832,5.12
0.002484,5.12
0.0024848,5.12
0.0024856,5.16
0.0024864,5.16
0.0024872,5.16
0.002488,5.16
0.0024888,5.12
0.0024896,5.16
0.0024904,5.16
0.0024912,5.16
0.002492,5.12
0.0024928,5.12
0.0024936,5.12
0.0024944,5.16
0.0024952,5.12
0.002496,5.12
0.0024968,5.12
0.0024976,5.12
0.0024984,5.12
0.0024992,5.16
0.0025,5.12
0.0025008,5.16
0.0025016,5.12
0.0025024,5.12
0.0025032,5.12
0.002504,5.12
0.0025048,5.12
0.0025056,5.16
0.0025064,5.16
0.0025072,5.12
0.002508,5.28
0.0025088,5.08
0.0025096,5.16
0.0025104,5.12
0.0025112,5.2
0.002512,3.4
0.0025128,0.36
0.0025136,0.2
0.0025144,0.16
0.0025152,0.16
0.002516,0.16
0.0025168,0.2
0.0025176,0.16
0.0025184,0.2
0.0025192,0.16
0.00252,0.16
0.0025208,0.16
0.0025216,0.16
0.0025224,0.16
0.0025232,0.2
0.002524,0.16
0.0025248,0.16
0.0025256,0.2
0.0025264,0.16
0.0025272,0.16
0.002528,0.16
0.0025288,0.16
0.0025296,0.16
0.0025304,0.2
0.0025312,0.2
0.002532,0.24
0.0025328,0.16
0.0025336,0.16
0.0025344,0.2
0.0025352,0.12
0.002536,0.16
0.0025368,0.2
0.0025376,0.16
0.0025384,0.16
0.0025392,0.2
0.00254,0.2
0.0025408,0.2
0.0025416,0.16
0.0025424,0.2
0.0025432,0.16
0.002544,0.16
0.0025448,0.16
0.0025456,0.16
0.0025464,0.16
0.0025472,0.16
0.002548,0.2
0.0025488,0.2
0.0025496,0.16
0.0025504,0.16
0.0025512,0.2
0.002552,0.2
0.0025528,0.16
0.0025536,0.2
0.0025544,0.16
0.0025552,0.16
0.002556,0.16
0.0025568,0.16
0.0025576,0.2
0.0025584,0.16
0.0025592,0.2
0.00256,0.2
0.0025608,0.2
0.0025616,0.16
0.0025624,0.16
0.0025632,0.16
0.002564,0.2
0.0025648,0.16
0.0025656,0.2
0.0025664,0.16
0.0025672,0.16
0.002568,0.2
0.0025688,0.2
0.0025696,0.16
0.0025704,0.16
0.0025712,0.16
0.002572,0.16
0.0025728,0.2
0.0025736,0.16
0.0025744,0.2
0.0025752,0.2
0.002576,0.2
0.0025768,0.16
0.0025776,0.16
0.0025784,0.24
0.0025792,0.16
0.00258,0.16
0.0025808,0.16
0.0025816,0.2
0.0025824,0.16
0.0025832,0.16
0.002584,0.2
0.0025848,0.16
0.0025856,0.2
0.0025864,0.16
0.0025872,0.16
0.002588,0.16
0.0025888,0.16
0.0025896,0.2
0.0025904,0.16
0.0025912,0.2
0.002592,0.16
0.0025928,0.2
0.0025936,0.2
0.0025944,0.16
0.0025952,0.12
0.002596,0.2
0.0025968,0.2
0.0025976,0.2
0.0025984,0.16
0.0025992,0.24
0.0026,0.16
0.0026008,0.16
0.0026016,0.16
0.0026024,0.2
0.0026032,0.16
0.002604,0.2
0.0026048,0.2
0.0026056,0.16
0.0026064,0.2
0.0026072,0.16
0.002608,0.16
0.0026088,0.36
0.0026096,0.2
0.0026104,0.24
0.0026112,0.16
0.002612,0.16
0.0026128,0.2
0.0026136,0.2
0.0026144,0.16
0.0026152,0.16
0.002616,0.24
0.0026168,0.2
0.0026176,0.16
0.0026184,0.16
0.0026192,0.2
0.00262,0.16
0.0026208,0.16
0.0026216,0.2
0.0026224,0.2
0.0026232,0.16
0.002624,0.16
0.0026248,0.16
0.0026256,0.16
0.0026264,0.16
0.0026272,0.16
0.002628,0.2
0.0026288,0.2
0.0026296,0.2
0.0026304,0.2
0.0026312,0.2
0.002632,0.2
0.0026328,0.2
0.0026336,0.16
0.0026344,0.16
0.0026352,0.16
0.002636,0.16
0.0026368,0.2
0.0026376,0.2
0.0026384,0.2
0.0026392,0.2
0.00264,0.24
0.0026408,0.16
0.0026416,0.16
0.0026424,0.16
0.0026432,0.2
0.002644,0.16
0.0026448,0.2
0.0026456,0.16
0.0026464,0.16
0.0026472,0.2
0.002648,0.2
0.0026488,0.16
0.0026496,0.2
0.0026504,0.16
0.0026512,0.24
0.002652,0.16
0.0026528,0.12
0.0026536,0.16
0.0026544,0.16
0.0026552,0.16
0.002656,0.16
0.0026568,0.2
0.0026576,0.2
0.0026584,0.2
0.0026592,0.4
0.00266,0.16
0.0026608,0.16
0.0026616,0.16
0.0026624,0.2
0.0026632,0.16
0.002664,0.2
0.0026648,0.16
0.0026656,0.16
0.0026664,0.16
0.0026672,0.16
0.002668,0.16
0.0026688,0.2
0.0026696,0.16
0.0026704,0.2
0.0026712,0.2
0.002672,0.16
0.0026728,0.16
0.0026736,0.16
0.0026744,0.16
0.0026752,0.2
0.002676,0.16
0.0026768,0.16
0.0026776,0.16
0.0026784,0.16
0.0026792,0.16
0.00268,0.2
0.0026808,0.16
0.0026816,0.2
0.0026824,0.2
0.0026832,0.16
0.002684,0.24
0.0026848,0.16
0.0026856,0.16
0.0026864,0.16
0.0026872,0.2
0.002688,0.16
0.0026888,0.2
0.0026896,0.2
0.0026904,0.2
0.0026912,0.16
0.002692,0.2
0.0026928,0.2
0.0026936,0.2
0.0026944,0.2
0.0026952,0.2
0.002696,0.2
0.0026968,0.2
0.0026976,0.24
0.0026984,0.2
0.0026992,0.36
0.0027,0.16
0.0027008,0.16
0.0027016,0.16
0.0027024,0.16
0.0027032,0.16
0.002704,0.2
0.0027048,0.2
0.0027056,0.16
0.0027064,0.12
0.0027072,0.2
0.002708,0.16
0.0027088,0.16
0.0027096,0.24
0.0027104,0.16
0.0027112,0.2
0.002712,0.16
0.0027128,0.2
0.0027136,0.2
0.0027144,0.2
0.0027152,0.2
0.002716,0.2
0.0027168,0.16
0.0027176,0.16
0.0027184,0.24
0.0027192,0.16
0.00272,0.16
0.0027208,0.2
0.0027216,0.2
0.0027224,0.16
0.0027232,0.2
0.002724,0.16
0.0027248,0.2
0.0027256,0.16
0.0027264,0.2
0.0027272,0.16
0.002728,0.2
0.0027288,0.16
0.0027296,0.36
0.0027304,0.16
0.0027312,0.16
0.002732,0.16
0.0027328,0.16
0.0027336,0.16
0.0027344,0.2
0.0027352,0.2
0.002736,0.16
0.0027368,0.16
0.0027376,0.16
0.0027384,0.2
0.0027392,0.16
0.00274,0.2
0.0027408,0.2
0.0027416,0.2
0.0027424,0.16
0.0027432,0.2
0.002744,0.2
0.0027448,0.16
0.0027456,0.16
0.0027464,0.2
0.0027472,0.16
0.002748,0.2
0.0027488,0.16
0.0027496,0.2
0.0027504,0.2
0.0027512,0.2
0.002752,0.16
0.0027528,0.2
0.0027536,0.16
0.0027544,0.16
0.0027552,0.16
0.002756,0.2
0.0027568,0.16
0.0027576,0.2
0.0027584,0.2
0.0027592,0.16
0.00276,0.16
0.0027608,0.16
0.0027616,0.2
0.0027624,0.2
0.0027632,0.2
0.002764,0.2
0.0027648,0.16
0.0027656,0.2
0.0027664,0.16
0.0027672,0.16
0.002768,0.2
0.0027688,0.16
0.0027696,0.36
0.0027704,0.12
0.0027712,0.2
0.002772,0.2
0.0027728,0.16
0.0027736,0.16
0.0027744,0.16
0.0027752,0.12
0.002776,0.16
0.0027768,0.2
0.0027776,0.16
0.0027784,0.24
0.0027792,0.16
0.00278,0.32
0.0027808,0.2
0.0027816,0.2
0.0027824,0.2
0.0027832,0.2
0.002784,0.16
0.0027848,0.2
0.0027856,0.2
0.0027864,0.16
0.0027872,0.16
0.002788,0.2
0.0027888,0.16
0.0027896,0.2
0.0027904,0.16
0.0027912,0.2
0.002792,0.2
0.0027928,0.16
0.0027936,0.16
0.0027944,0.2
0.0027952,0.16
0.002796,0.16
0.0027968,0.16
0.0027976,0.16
0.0027984,0.2
0.0027992,0.2
0.0028,0.2
0.0028008,0.24
0.0028016,0.2
0.0028024,0.2
0.0028032,0.2
0.002804,0.2
0.0028048,0.2
0.0028056,0.16
0.0028064,0.2
0.0028072,0.16
0.002808,0.2
0.0028088,0.2
0.0028096,0.2
0.0028104,0.16
0.0028112,0.16
0.002812,0.16
0.0028128,0.2
0.0028136,0.2
0.0028144,0.16
0.0028152,0.16
0.002816,0.2
0.0028168,0.2
0.0028176,0.2
0.0028184,0.16
0.0028192,0.2
0.00282,0.16
0.0028208,0.28
0.0028216,0.16
0.0028224,0.2
0.0028232,0.2
0.002824,0.16
0.0028248,0.2
0.0028256,0.16
0.0028264,0.16
0.0028272,0.16
0.002828,0.2
0.0028288,0.2
0.0028296,0.2
0.0028304,0.16
0.0028312,0.2
0.002832,0.2
0.0028328,0.16
0.0028336,0.2
0.0028344,0.16
0.0028352,0.16
0.002836,0.16
0.0028368,0.2
0.0028376,0.16
0.0028384,0.16
0.0028392,0.16
0.00284,0.2
0.0028408,0.2
0.0028416,0.2
0.0028424,0.16
0.0028432,0.2
0.002844,0.16
0.0028448,0.16
0.0028456,0.16
0.0028464,0.2
0.0028472,0.2
0.002848,0.16
0.0028488,0.16
0.0028496,0.2
0.0028504,0.16
0.0028512,0.2
0.002852,0.2
0.0028528,0.2
0.0028536,0.16
0.0028544,0.2
0.0028552,0.2
0.002856,0.2
0.0028568,0.16
0.0028576,0.2
0.0028584,0.16
0.0028592,0.16
0.00286,0.2
0.0028608,0.2
0.0028616,0.24
0.0028624,0.16
0.0028632,0.2
0.002864,0.16
0.0028648,0.2
0.0028656,0.16
0.0028664,0.16
0.0028672,0.16
0.002868,0.16
0.0028688,0.16
0.0028696,0.16
0.0028704,0.16
0.0028712,0.2
0.002872,0.16
0.0028728,0.2
0.0028736,0.2
0.0028744,0.16
0.0028752,0.16
0.002876,0.16
0.0028768,0.2
0.0028776,0.2
0.0028784,0.2
0.0028792,0.2
0.00288,0.2
0.0028808,0.16
0.0028816,0.12
0.0028824,0.16
0.0028832,0.2
0.002884,0.2
0.0028848,0.2
0.0028856,0.2
0.0028864,0.2
0.0028872,0.24
0.002888,0.44
0.0028888,0.8
0.0028896,1.12
0.0028904,1.48
0.0028912,1.84
0.002892,2.12
0.0028928,2.44
0.0028936,2.68
0.0028944,2.96
0.0028952,3.2
0.002896,3.36
0.0028968,3.56
0.0028976,3.68
0.0028984,3.8
0.0028992,3.96
0.0029,4.08
0.0029008,4.16
0.0029016,4.24
0.0029024,4.36
0.0029032,4.36
0.002904,4.44
0.0029048,4.52
0.0029056,4.56
0.0029064,4.6
0.0029072,4.68
0.002908,4.72
0.0029088,4.76
0.0029096,4.76
0.0029104,4.8
0.0029112,4.8
0.002912,4.84
0.0029128,4.84
0.0029136,4.88
0.0029144,4.88
0.0029152,4.88
0.002916,4.88
0.0029168,4.92
0.0029176,4.96
0.0029184,4.96
0.0029192,5
0.00292,4.96
0.0029208,5
0.0029216,5.12
0.0029224,5
0.0029232,5.04
0.002924,5.04
0.0029248,5.04
0.0029256,5.04
0.0029264,5.04
0.0029272,5.04
0.002928,5.04
0.0029288,5.04
0.0029296,5.04
0.0029304,5.08
0.0029312,5.04
0.002932,5.12
0.0029328,5.04
0.0029336,5.12
0.0029344,5.12
0.0029352,5.08
0.002936,5.08
0.0029368,5.12
0.0029376,5.12
0.0029384,5.08
0.0029392,5.12
0.00294,5.12
0.0029408,5.12
0.0029416,5.12
0.0029424,5.16
0.0029432,5.12
0.002944,5.16
0.0029448,5.12
0.0029456,5.12
0.0029464,5.12
0.0029472,5.12
0.002948,5.16
0.0029488,5.16
0.0029496,5.12
0.0029504,5.16
0.0029512,5.12
0.002952,5.16
0.0029528,5.16
0.0029536,5.16
0.0029544,5.16
0.0029552,5.12
0.002956,5.12
0.0029568,5.12
0.0029576,5.12
0.0029584,5.16
0.0029592,5.16
0.00296,5.16
0.0029608,5.16
0.0029616,5.16
0.0029624,5.16
0.0029632,5.16
0.002964,5.16
0.0029648,5.12
0.0029656,5.16
0.0029664,5.12
0.0029672,5.12
0.002968,5.12
0.0029688,5.16
0.0029696,5.16
0.0029704,5.16
0.0029712,5.16
0.002972,5.2
0.0029728,5.12
0.0029736,5.16
0.0029744,5.12
0.0029752,5.16
0.002976,5.16
0.0029768,5.12
0.0029776,5.12
0.0029784,5.12
0.0029792,5.16
0.00298,5.12
0.0029808,5.12
0.0029816,5.16
0.0029824,5.16
0.0029832,5.16
0.002984,5.12
0.0029848,5.12
0.0029856,5.16
0.0029864,5.16
0.0029872,5.16
0.002988,5.16
0.0029888,5.16
0.0029896,5.16
0.0029904,5.16
0.0029912,5.16
0.002992,5.2
0.0029928,5.12
0.0029936,5.16
0.0029944,5.16
0.0029952,5.12
0.002996,5.16
0.0029968,5.12
0.0029976,5.16
0.0029984,5.16
0.0029992,5.16
0.003,5.12
0.0030008,5.16
0.0030016,5.16
0.0030024,5.16
0.0030032,5.16
0.003004,5.12
0.0030048,5.2
0.0030056,5.12
0.0030064,5.12
0.0030072,5.16
0.003008,5.16
0.0030088,5.16
0.0030096,5.12
0.0030104,5.16
0.0030112,5.12
0.003012,5.16
0.0030128,5.16
0.0030136,5.08
0.0030144,5.16
0.0030152,5.16
0.003016,5.12
0.0030168,5.12
0.0030176,5.12
0.0030184,5.12
0.0030192,5.12
0.00302,5.12
0.0030208,5.12
0.0030216,5.16
0.0030224,5.2
0.0030232,5.16
0.003024,5.12
0.0030248,5.16
0.0030256,5.12
0.0030264,5.16
0.0030272,5.16
0.003028,5.16
0.0030288,5.12
0.0030296,5.16
0.0030304,5.12
0.0030312,5.16
0.003032,5.12
0.0030328,5.16
0.0030336,5.12
0.0030344,5.12
0.0030352,5.08
0.003036,5.16
0.0030368,5.16
0.0030376,5.12
0.0030384,5.16
0.0030392,5.16
0.00304,5.12
0.0030408,5.12
0.0030416,5.12
0.0030424,5.36
0.0030432,5.08
0.003044,5.12
0.0030448,5.16
0.0030456,5.16
0.0030464,5.12
0.0030472,5.16
0.003048,5.16
0.0030488,5.12
0.0030496,5.12
0.0030504,5.12
0.0030512,5.16
0.003052,5.16
0.0030528,5.2
0.0030536,5.16
0.0030544,5.16
0.0030552,5.12
0.003056,5.12
0.0030568,5.12
0.0030576,5.12
0.0030584,5.12
0.0030592,5.16
0.00306,5.16
0.0030608,5.12
0.0030616,5.12
0.0030624,5.16
0.0030632,5.2
0.003064,5.16
0.0030648,5.16
0.0030656,5.12
0.0030664,5.2
0.0030672,4.76
0.003068,1.56
0.0030688,0.16
0.0030696,0.16
0.0030704,0.16
0.0030712,0.16
0.003072,0.2
0.0030728,0.36
0.0030736,0.12
0.0030744,0.2
0.0030752,0.16
0.003076,0.16
0.0030768,0.16
0.0030776,0.16
0.0030784,0.16
0.0030792,0.2
0.00308,0.2
0.0030808,0.16
0.0030816,0.16
0.0030824,0.16
0.0030832,0.2
0.003084,0.2
0.0030848,0.2
0.0030856,0.2
0.0030864,0.2
0.0030872,0.16
0.003088,0.12
0.0030888,0.2
0.0030896,0.2
0.0030904,0.2
0.0030912,0.16
0.003092,0.16
0.0030928,0.2
0.0030936,0.2
0.0030944,0.16
0.0030952,0.2
0.003096,0.2
0.0030968,0.2
0.0030976,0.16
0.0030984,0.2
0.0030992,0.16
0.0031,0.2
0.0031008,0.16
0.0031016,0.2
0.0031024,0.16
0.0031032,0.36
0.003104,0.12
0.0031048,0.2
0.0031056,0.2
0.0031064,0.16
0.0031072,0.2
0.003108,0.16
0.0031088,0.16
0.0031096,0.16
0.0031104,0.16
0.0031112,0.16
0.003112,0.2
0.0031128,0.2
0.0031136,0.2
0.0031144,0.12
0.0031152,0.16
0.003116,0.2
0.0031168,0.16
0.0031176,0.2
0.0031184,0.16
0.0031192,0.12
0.00312,0.2
0.0031208,0.16
0.0031216,0.16
0.0031224,0.2
0.0031232,0.24
0.003124,0.12
0.0031248,0.2
0.0031256,0.16
0.0031264,0.16
0.0031272,0.16
0.003128,0.16
0.0031288,0.16
0.0031296,0.2
0.0031304,0.16
0.0031312,0.2
0.003132,0.16
0.0031328,0.2
0.0031336,0.16
0.0031344,0.16
0.0031352,0.2
0.003136,0.16
0.0031368,0.16
0.0031376,0.16
0.0031384,0.16
0.0031392,0.16
0.00314,0.16
0.0031408,0.12
0.0031416,0.16
0.0031424,0.16
0.0031432,0.2
0.003144,0.2
0.0031448,0.16
0.0031456,0.2
0.0031464,0.2
0.0031472,0.2
0.003148,0.2
0.0031488,0.16
0.0031496,0.2
0.0031504,0.16
0.0031512,0.2
0.003152,0.24
0.0031528,0.16
0.0031536,0.24
0.0031544,0.16
0.0031552,0.16
0.003156,0.16
0.0031568,0.2
0.0031576,0.2
0.0031584,0.16
0.0031592,0.2
0.00316,0.2
0.0031608,0.16
0.0031616,0.2
0.0031624,0.2
0.0031632,0.24
0.003164,0.2
0.0031648,0.28
0.0031656,0.36
0.0031664,0.72
0.0031672,1.04
0.003168,1.4
0.0031688,1.76
0.0031696,2.08
0.0031704,2.36
0.0031712,2.6
0.003172,2.88
0.0031728,3.16
0.0031736,3.44
0.0031744,3.48
0.0031752,3.64
0.003176,3.76
0.0031768,3.92
0.0031776,4.04
0.0031784,4.12
0.0031792,4.2
0.00318,4.32
0.0031808,4.32
0.0031816,4.44
0.0031824,4.52
0.0031832,4.56
0.003184,4.6
0.0031848,4.68
0.0031856,4.68
0.0031864,4.72
0.0031872,4.76
0.003188,4.76
0.0031888,4.8
0.0031896,4.8
0.0031904,4.84
0.0031912,4.88
0.003192,4.88
0.0031928,4.88
0.0031936,5.08
0.0031944,4.88
0.0031952,4.96
0.003196,4.96
0.0031968,4.96
0.0031976,4.96
0.0031984,4.96
0.0031992,5
0.0032,5.04
0.0032008,5
0.0032016,5.04
0.0032024,5.04
0.0032032,5.04
0.003204,5.04
0.0032048,5.04
0.0032056,5.04
0.0032064,5.08
0.0032072,5.04
0.003208,5.04
0.0032088,5.12
0.0032096,5.08
0.0032104,5.08
0.0032112,5.12
0.003212,5.08
0.0032128,5.12
0.0032136,5.12
0.0032144,5.12
0.0032152,5.12
0.003216,5.08
0.0032168,5.08
0.0032176,5.12
0.0032184,5.08
0.0032192,5.08
0.00322,5.16
0.0032208,5.12
0.0032216,5.12
0.0032224,5.12
0.0032232,5.12
0.003224,5.32
0.0032248,5.04
0.0032256,5.16
0.0032264,5.12
0.0032272,5.12
0.003228,5.12
0.0032288,5.12
0.0032296,5.12
0.0032304,5.12
0.0032312,5.16
0.003232,5.16
0.0032328,5.12
0.0032336,5.08
0.0032344,5.24
0.0032352,5.16
0.003236,5.12
0.0032368,5.12
0.0032376,5.12
0.0032384,5.12
0.0032392,5.12
0.00324,5.12
0.0032408,5.12
0.0032416,5.12
0.0032424,5.12
0.0032432,5.16
0.003244,5.12
0.0032448,5.12
0.0032456,5.16
0.0032464,5.12
0.0032472,5.12
0.003248,5.12
0.0032488,5.12
0.0032496,5.12
0.0032504,5.12
0.0032512,5.12
0.003252,5.2
0.0032528,3.04
0.0032536,0.2
0.0032544,0.16
0.0032552,0.08
0.003256,0.16
0.0032568,0.16
0.0032576,0.16
0.0032584,0.16
0.0032592,0.16
0.00326,0.16
0.0032608,0.12
0.0032616,0.2
0.0032624,0.16
0.0032632,0.16
0.003264,0.16
0.0032648,0.24
0.0032656,0.12
0.0032664,0.16
0.0032672,0.16
0.003268,0.2
0.0032688,0.16
0.0032696,0.16
0.0032704,0.16
0.0032712,0.16
0.003272,0.16
0.0032728,0.16
0.0032736,0.16
0.0032744,0.2
0.0032752,0.12
0.003276,0.2
0.0032768,0.16
0.0032776,0.16
0.0032784,0.12
0.0032792,0.16
0.00328,0.16
0.0032808,0.16
0.0032816,0.16
0.0032824,0.16
0.0032832,0.2
0.003284,0.16
0.0032848,0.16
0.0032856,0.2
0.0032864,0.16
0.0032872,0.16
0.003288,0.2
0.0032888,0.16
0.0032896,0.12
0.0032904,0.16
0.0032912,0.16
0.003292,0.16
0.0032928,0.2
0.0032936,0.16
0.0032944,0.16
0.0032952,0.16
0.003296,0.16
0.0032968,0.2
0.0032976,0.16
0.0032984,0.16
0.0032992,0.16
0.0033,0.16
0.0033008,0.16
0.0033016,0.16
0.0033024,0.16
0.0033032,0.16
0.003304,0.16
0.0033048,0.16
0.0033056,0.2
0.0033064,0.2
0.0033072,0.16
0.003308,0.16
0.0033088,0.16
0.0033096,0.16
0.0033104,0.16
0.0033112,0.16
0.003312,0.16
0.0033128,0.16
0.0033136,0.16
0.0033144,0.16
0.0033152,0.16
0.003316,0.2
0.0033168,0.16
0.0033176,0.16
0.0033184,0.16
0.0033192,0.16
0.00332,0.16
0.0033208,0.16
0.0033216,0.16
0.0033224,0.2
0.0033232,0.16
0.003324,0.2
0.0033248,0.2
0.0033256,0.2
0.0033264,0.16
0.0033272,0.16
0.003328,0.2
0.0033288,0.16
0.0033296,0.16
0.0033304,0.16
0.0033312,0.16
0.003332,0.12
0.0033328,0.16
0.0033336,0.16
0.0033344,0.16
0.0033352,0.16
0.003336,0.32
0.0033368,0.08
0.0033376,0.16
0.0033384,0.16
0.0033392,0.2
0.00334,0.16
0.0033408,0.2
0.0033416,0.16
0.0033424,0.16
0.0033432,0.16
0.003344,0.16
0.0033448,0.12
0.0033456,0.16
0.0033464,0.16
0.0033472,0.16
0.003348,0.16
0.0033488,0.12
0.0033496,0.16
0.0033504,0.16
0.0033512,0.16
0.003352,0.16
0.0033528,0.2
0.0033536,0.16
0.0033544,0.16
0.0033552,0.16
0.003356,0.16
0.0033568,0.16
0.0033576,0.12
0.0033584,0.16
0.0033592,0.16
0.00336,0.16
0.0033608,0.16
0.0033616,0.16
0.0033624,0.16
0.0033632,0.16
0.003364,0.16
0.0033648,0.16
0.0033656,0.16
0.0033664,0.4
0.0033672,0.16
0.003368,0.16
0.0033688,0.16
0.0033696,0.16
0.0033704,0.16
0.0033712,0.2
0.003372,0.12
0.0033728,0.12
0.0033736,0.16
0.0033744,0.16
0.0033752,0.16
0.003376,0.24
0.0033768,0.2
0.0033776,0.2
0.0033784,0.16
0.0033792,0.16
0.00338,0.2
0.0033808,0.16
0.0033816,0.2
0.0033824,0.16
0.0033832,0.16
0.003384,0.2
0.0033848,0.16
0.0033856,0.16
0.0033864,0.12
0.0033872,0.2
0.003388,0.16
0.0033888,0.16
0.0033896,0.16
0.0033904,0.16
0.0033912,0.16
0.003392,0.16
0.0033928,0.12
0.0033936,0.16
0.0033944,0.16
0.0033952,0.12
0.003396,0.2
0.0033968,0.2
0.0033976,0.12
0.0033984,0.16
0.0033992,0.12
0.0034,0.16
0.0034008,0.16
0.0034016,0.16
0.0034024,0.16
0.0034032,0.16
0.003404,0.16
0.0034048,0.16
0.0034056,0.08
0.0034064,0.16
0.0034072,0.16
0.003408,0.16
0.0034088,0.16
0.0034096,0.16
0.0034104,0.16
0.0034112,0.16
0.003412,0.16
0.0034128,0.2
0.0034136,0.16
0.0034144,0.16
0.0034152,0.16
0.003416,0.12
0.0034168,0.16
0.0034176,0.2
0.0034184,0.16
0.0034192,0.16
0.00342,0.16
0.0034208,0.16
0.0034216,0.16
0.0034224,0.16
0.0034232,0.16
0.003424,0.2
0.0034248,0.12
0.0034256,0.16
0.0034264,0.16
0.0034272,0.4
0.003428,0.04
0.0034288,0.2
0.0034296,0.16
0.0034304,0.16
0.0034312,0.16
0.003432,0.16
0.0034328,0.16
0.0034336,0.16
0.0034344,0.16
0.0034352,0.16
0.003436,0.16
0.0034368,0.16
0.0034376,0.16
0.0034384,0.16
0.0034392,0.16
0.00344,0.2
0.0034408,0.2
0.0034416,0.16
0.0034424,0.16
0.0034432,0.16
0.003444,0.2
0.0034448,0.2
0.0034456,0.16
0.0034464,0.16
0.0034472,0.16
0.003448,0.2
0.0034488,0.16
0.0034496,0.2
0.0034504,0.16
0.0034512,0.16
0.003452,0.16
0.0034528,0.16
0.0034536,0.12
0.0034544,0.16
0.0034552,0.16
0.003456,0.16
0.0034568,0.16
0.0034576,0.16
0.0034584,0.12
0.0034592,0.2
0.00346,0.16
0.0034608,0.16
